A,B,C,Y
93.02255087119994,168.21285985264,18.063671527798732,1567.4261422592435
130.33528082619094,200.63453763801408,14.017910366355173,1917.1519748022863
113.06409105517393,175.59707914586838,21.211289004099612,1676.2166123148322
115.01886763353421,233.03032886959505,24.594931432900736,2156.234547563023
84.6784279253528,204.46061175987182,22.12506847852427,1844.758663044089
41.219443245304824,180.44204468223546,21.770514763683856,1560.362389739255
67.83812636033608,209.35382151845866,17.43317407449296,1863.5380947025722
93.07139511425083,166.07710313668264,18.43120317821613,1573.1845250981855
107.47388155316598,164.22829397629965,13.262019844736713,1581.3083433997258
89.5664679127145,227.96588226484383,12.923735911380502,2007.9537172149464
100.61906623521313,162.82759875494713,31.29825424500141,1568.6530549579666
97.95934381559398,141.55685375991996,19.226387573596707,1359.093832850772
88.84793550569758,240.0494749144488,24.12754515297783,2151.976149354153
94.8197158066845,206.6389357109664,20.408180627727162,1892.9029639634552
118.46201914401362,284.2529956540484,17.894666317919107,2558.6962531574945
72.02349958249833,216.6892945800508,18.439276733568132,1908.4848645343268
116.70054543411474,244.25292282250334,20.560658693119795,2217.347053706208
66.35550697918556,184.77234303294537,25.07770315458069,1655.5510429417486
102.61572841446659,238.40134025306457,15.370675388650044,2206.2487423970956
88.76985105275999,216.64121305702048,25.08123560036892,1990.1705064894256
83.50026371322897,223.38456435447233,17.573435190225194,1991.1493580090494
72.28997998722726,220.11139341659955,23.635402452133086,1962.58346515264
145.03604902706073,206.96611624557167,18.284633847953884,1964.70343679932
81.81042263288609,210.05917296050313,18.611330756247007,1897.8459148299141
85.17260553684847,143.30470461890576,23.341153137056658,1362.8635684971052
99.86927118195467,214.55098236659774,22.061605700975626,1962.2932071792127
86.43026276359834,229.5592378650395,16.049191581359906,2053.3994831248
77.2122495865344,155.95188989728,18.851708335603526,1436.335980488374
78.41671826289027,208.001220926056,23.127564340625796,1847.432842320393
74.4471373151967,203.25478469597522,22.93097053190118,1826.119780988277
100.89815765528792,208.31157746029172,15.951861237562929,1892.8313020561113
91.64667714441761,183.55058049402658,31.652282463985358,1728.8352476736704
99.17992749233564,242.68979394210544,23.960185338206188,2179.8064566521102
102.107768832768,180.76333072838662,18.603333102352916,1715.3024184309145
96.34344124978027,227.99542290217744,16.54926009510101,2057.547984460605
125.93685738773016,251.90776445898132,15.45842869441598,2306.93985603031
87.37475298188382,145.41308448311406,16.19953160088096,1393.9090752362151
139.39220439957717,170.90255399209562,11.295549522122167,1710.3583357864259
126.78379245428866,181.4599080804529,24.778843600906285,1765.3691950016505
116.7593313556957,128.2196594074425,19.516709689535556,1308.560671805013
145.82270395217796,196.99080601865776,12.59554618418056,1976.0005457649102
104.12758287973782,176.15586502984016,13.17718734864308,1678.8800499242145
100.33350001904026,221.35843306466847,28.05424366536667,2023.7712619083434
149.77911391307566,194.5260319360226,12.975970320884503,1929.1990995991027
87.26802916811067,194.37820952899523,20.88336075165287,1778.26187414138
129.2916925823959,171.63271923414874,14.17058027727505,1692.7507763047524
103.93150488131572,157.5482140463431,20.11569457331526,1513.2649475033304
130.67790214401103,196.56807955749798,20.011139182296755,1880.3877113673166
99.15240541510097,188.2723274387834,26.787123796133358,1752.6177931374382
117.66985386002051,197.25955665123217,22.191315983107213,1826.2423780825536
94.29132991111875,187.4884365150239,15.084350953446265,1728.2599882559207
77.63970682834183,259.47414009004785,22.14207257315251,2261.904913512009
99.05843252119264,193.180859579911,16.24651220846424,1799.9777675335954
121.97803835756807,220.8374626528517,20.9891184569152,2060.0656791486554
111.20238729321343,211.1528545895943,23.582173155915783,2000.5132579018054
110.43000729191152,221.07031615606664,25.48585237122434,2061.3926000246593
87.55690871006367,195.7737507404127,11.519529719953503,1765.5441459683661
105.4296356426547,223.96780131814089,19.201793852558602,2003.5098376797253
135.57930856210888,180.43717624203856,18.419873167643615,1719.3464408634559
98.74160310769429,222.30740331397254,18.09056048650607,2020.1011912275474
71.65218691482465,215.72358170382364,16.158726167425872,1905.0319904513344
58.201874334939234,137.48226204384434,23.157412461263696,1268.8606596127297
81.94244459298837,209.53040059369496,17.909940576406857,1880.6336483039695
72.37181538131927,228.15348238724968,26.74179733543732,1979.2736138695047
101.80273661452573,216.26611182470072,19.44931750273991,1985.1876931046309
111.62979374745129,201.70135547532283,10.764797394131033,1889.2124783213242
101.17710268776783,200.7134727177213,23.86958244100935,1871.3848946454577
87.32602482995244,236.01911591667917,14.893320512827982,2119.548980611857
98.48579751820166,182.38047889392374,14.942236548966166,1688.2955834709371
86.4054748406918,187.12506222084477,30.650772053060457,1750.0271727028803
105.9017592734634,220.55486104966172,15.806275727860466,1973.5828486023495
108.61161563090977,189.69944100451414,13.758925246748575,1762.232896730001
123.90387377004782,185.0805148995421,21.503964980427643,1814.6877641746034
111.2495447303189,227.6620223360694,18.452792520835285,2124.0710478536726
118.45908175235928,226.792980061925,24.426877811329124,2061.0006714778538
107.05900872367809,207.1446886036365,11.983361460020491,1929.7668643862262
75.53853161401229,140.27103816015045,13.546612010881157,1300.226792215683
78.25718845877402,181.72084501272536,26.549361520575673,1656.2072495200027
88.00617597365672,158.0857074275438,8.847627973575896,1516.9952828249757
116.63085580292648,219.2873088197898,14.277118713120705,2060.5905562328153
125.81093512591454,191.29176692824134,18.136700534546787,1811.9171152896904
72.87966188199022,157.81597897950434,15.45378968479816,1464.707581969778
79.20863700487126,153.33329393826006,24.71678931032808,1501.1167110441183
89.28081033739055,217.03292123648336,26.586459074460727,1967.6315125343315
123.7500521236991,181.80443992928105,16.07053061033126,1780.0165405174118
96.38563085817002,221.1083656595803,14.924488750504267,1991.1656539292144
79.3405203258584,180.211638523529,20.975052322786702,1670.6573665420128
98.50374775904429,194.7688742064675,16.19901971003788,1821.8439909497695
105.67355864890193,199.2228163061109,9.201240600172522,1855.8328634491113
111.24056023522769,179.82558419037866,21.006144642859105,1720.6143664761355
106.96570366965494,221.94949352024742,19.22243306723824,2039.2529325781893
97.15611914481997,202.06248288227815,29.210550703848952,1857.1982375658674
80.83922684902899,169.65812080017326,22.49187115327298,1563.3112042657242
43.98913463835204,208.68463329501807,17.87109410814444,1850.5461123933455
132.19997409586395,217.88557813162453,25.85730977428127,2067.4972107697586
115.28658347288639,210.32041832943048,17.06721291071649,2014.977102733049
108.28290314252652,197.05154098168185,15.11257842953268,1849.9881886684143
87.17115107435157,249.35233947104612,29.556632448523324,2244.182467433458
110.92132485408482,208.33290495434787,16.15996889769506,1970.0050139873579
81.82812963495125,176.98617926845918,19.127249644259606,1608.293301985421
90.19615613616078,214.53070758070754,20.085143929448666,1954.5304954564294
119.28608445506259,174.2981443918941,17.55563227299635,1660.0499864630804
105.54794034240254,157.10312065171325,31.293611585342063,1519.7204582698512
124.03821764538577,196.15367089795964,14.233287451075771,1863.5301553905936
116.81414982651557,187.1671059532054,18.491359166690422,1780.612317453492
102.79548826288159,142.10952191528162,22.031449868540516,1380.7579507024507
93.71878424720713,191.7224274109927,19.181743058806443,1800.3062699744005
96.71566719386279,237.88032208835295,21.404619838201018,2161.05434243089
86.32604130850713,223.77456105250684,18.62766103307191,2035.6398337797527
94.33399797876383,222.72000088684587,25.665784383573772,2037.6529920480866
67.70456126044077,256.12398893463296,23.915482273178426,2212.867299215776
100.86234298500801,251.81417739027566,20.656341608494518,2301.50504932948
118.69433325061615,193.5654686358357,19.946283681878896,1875.7453323462992
88.89423980085455,183.23290162836923,12.690067769119432,1688.5496067226618
102.69383595167702,197.85948824233566,12.968823001899917,1819.5537283123076
82.21177257657695,182.14013847858143,13.886711133589127,1642.8351336573962
80.55940996211811,125.52779249997548,18.161914848659134,1268.0385581309683
118.51038459035904,211.06318875992264,20.569642493789132,1980.4078251491133
107.78396214648272,186.1460031876971,22.51360631736191,1731.6198740692898
139.2826032363979,188.36602448569465,17.88754069306691,1869.7306540693799
92.29511126209958,180.00133769533846,22.561384110190172,1722.268215681382
91.4243676593394,216.67316853048268,8.983836009646087,1947.7566212241618
94.11627460409959,199.99385918355014,20.844188403808083,1829.0236500448996
104.01606620132705,139.4602556396374,22.043679420299625,1362.688621657304
91.96371244140242,183.21659316053817,19.521395011564007,1710.6121799427992
110.37398184582837,148.4040256881346,17.2916895283944,1437.1426172226431
94.39391815034114,251.69884728546296,21.440861076525763,2245.9149699584605
102.12874623322034,147.59936530304282,17.812937964446256,1447.7889032159235
92.34326544422613,150.0713770828179,16.601675522816326,1442.9102880879852
103.68447833441013,247.91234427815095,20.483732780483745,2234.2650143415535
58.75412206330127,204.18590349652743,15.758657402603273,1825.9077762901334
82.06920845248789,165.48136096204564,21.923775907646803,1509.2706689842028
