A,B,C,Y
103.33088743547695,200.55580259201406,11.062290938429221,1828.808942507893
109.73980820374504,131.3607814732977,15.259168926720248,1281.304916545481
119.65362575451223,156.76254214298223,16.937922235685598,1471.617591574346
97.28018559456599,485.71078225980796,14.268431388195156,2161.6392527589983
99.80130477173097,204.14831127232165,26.490651229107094,1860.1498063478132
64.0194659716023,277.9122569682975,12.383418929598292,2405.99577194752
115.35692899314157,208.33456597855184,10.785443164775398,1960.9268817394516
86.16156524518344,169.55895881819492,13.983271269118656,1571.9212769800497
115.72547922042706,146.93312287657088,20.119505697491515,1485.47685444009
80.50614883642396,238.33206036843026,18.915741314189532,2111.035315576151
94.42037561547136,215.39716108945754,11.627133552967049,1962.6655480664824
95.6387281508058,198.1746714047676,29.543587509313213,1810.4636978056778
84.18887534834309,226.62170957090024,18.40108983608373,2074.2034112363162
98.61346433689422,189.69754835883018,14.425407632267095,1773.027924529647
118.67268922106794,186.09862482444112,14.30810329034227,1773.1991301589264
85.48996769683642,204.65551363886382,7.639317777450911,1830.7879680304018
81.26149125537118,199.35806912036145,29.177890678834753,1824.0335111998927
102.4908691858706,147.130249528112,15.888212142989353,1429.7121920285233
39.42388755452313,176.7619545610131,28.144144032212026,1540.9862362266138
129.06685829398435,251.93476922387003,13.578645788432855,2372.91229662546
114.73148156961369,140.06273378943203,15.731878533107754,1374.508859064938
90.53556759033174,155.4272735943743,18.980766055835907,1477.4561036057578
111.75924617005785,205.43960590244004,23.515160049729232,1911.0247305256237
73.75193029230917,187.95159996863092,16.23337460637619,1721.5144546716574
111.84385803957764,223.4429491259134,24.615752507916135,2047.589056421916
113.55544476943906,214.27612362891108,20.627659789252476,1978.3099072857483
33.33111896959127,204.21276090583186,21.929341338089845,1704.4887035602385
74.84658000481224,193.05052581959563,17.858567395803256,1779.7435402328024
100.73457414024939,217.73093492942107,19.257244319819698,2006.6610425961396
142.58872276989848,144.8493388871598,28.180108148708122,1527.0676731416065
107.73469177124639,237.1634361350936,17.02816956412102,2158.7030787728017
117.99257687264122,254.86023598830417,21.167275409063432,2319.7425333412525
56.83104288287028,249.63041668645695,19.722113255225686,2122.0577067448194
108.05331014675683,189.8693364989411,16.517757744705516,1811.112614617706
106.13670514006864,170.1198644716971,33.30325226693839,1619.4386358934776
108.72085969196934,174.97940348765152,15.408093115111779,1683.9928772228222
83.31803453619985,111.68490188968596,20.93208037903633,1101.750362448385
105.43872432534441,256.48506978810576,16.23389766958164,2296.330440275015
98.168539004733,145.52731151792455,26.183061559676478,1384.0906097173045
102.14668403606166,338.8480424603876,25.46715724121833,1561.8234814206146
111.28326736351315,239.93579482477526,22.37982160501634,2212.5972320036367
91.66416033001333,214.1973454067568,16.79209432257129,1938.7187601759674
113.05187981633415,253.29401852671208,11.776639068157708,2297.8870446964065
117.36281540198618,239.47007269881396,24.155497998572486,2193.327377433416
96.35607341970572,175.58190377306954,23.32895600343087,1624.0078692596453
92.23686603408763,194.80928597040423,12.917522397113375,1760.252087187197
76.26974389752807,224.56327060419864,16.88119799713832,1964.0402074329334
76.43072358162277,368.87919455088496,17.079683288721643,1729.4566739689058
91.9803333465594,248.72084246961975,18.169844878735827,2225.1543721347207
99.17900828541326,210.88503981822984,22.37463263474658,1925.632890071902
124.08051196329345,217.8132802570255,21.66035964608638,2038.973242598824
100.68752118425252,179.65973716259873,10.762184994677941,1681.484424539751
93.86331972760158,208.73525985892252,24.2090270804572,1913.4884483999112
123.40583980787933,143.9651296370088,20.760430913142724,1480.463818695725
111.51802690246646,175.6921723066373,18.952610460666495,1690.2575269086062
103.33757042119828,184.39469851180382,15.523621502830622,1720.3659381984533
93.61696968613596,195.58484782828447,22.81716232228764,1843.8974577051447
107.69709755944857,194.81172865076988,19.752165518165516,1858.5724020341086
126.533223268022,207.82791792046464,15.661252119952273,2011.5117037281057
133.6729403357429,241.80124919481494,12.230560614664924,2257.352727667736
92.98468204190267,178.69162856228596,19.934502502088677,1671.0522125661244
93.87873804836312,182.68456429023547,20.541636812291195,1670.8202410307558
133.5653078569374,471.9857779805586,18.23801693274713,2158.5986879334523
96.0400523100317,186.10395907116973,21.012901735354045,1761.3171887782764
110.64290268936293,143.809446448956,18.73867620358658,1444.810766596198
78.07980259352502,425.4170131753005,22.659536038717068,1880.7204830467442
124.8333900984812,202.2297593636891,26.025724479542347,1937.3668317073614
90.78079274863073,221.87826573608965,23.960508184391323,1987.8866786211229
77.01643824901613,221.9977717370489,27.958120074309143,1945.7116037132926
127.29422750731074,161.28077961046108,19.19440613140328,1603.5006492896
84.75625293360943,220.1718267176724,27.122719565615192,1966.8539497531494
98.48249903812145,209.8016683413446,21.158733298641394,1899.7594941862483
79.91481162978808,200.5602721184548,20.723940027451487,1807.7131330315158
99.55703756453761,468.56624746305374,21.50223018245522,2146.2399567244915
115.14886975152804,188.74339839731357,26.104740795981012,1809.545984438782
124.30221759728218,221.21973426807048,17.164396870418248,2082.135900420968
165.60875304515935,184.14110998987522,18.681983130516997,1826.7168455254912
111.8858604777006,173.90461587106526,12.178943950710378,1622.6803646717456
109.74811389740316,201.9290943810977,13.99825257602169,1868.7648016047533
114.12539755745411,164.2345199282383,17.311188303496422,1579.82032554758
128.56517572195807,206.4982711358951,17.7250971238017,1999.1003381270164
114.1929339582172,174.3798208495909,21.222304482358176,1700.8372323271576
129.13451887345502,201.76153286226963,15.64645997635689,1921.3028673632223
79.07091821173051,264.6915240299545,24.024909183907607,2366.772845608622
113.95223252302858,235.82706401630972,14.170679045826706,2142.409011741077
130.10669565925403,205.78453545235973,25.363912737391964,1933.1785163772618
113.54346490330107,174.677639037657,4.147075238925149,1650.9698881573868
83.56853133075278,181.64583624330464,18.740464321859314,1687.0462861032804
71.46107478397627,178.22551547677608,18.0366497699025,1655.735842023102
106.62282992095136,231.4324661078561,16.67710611243127,2077.948458012612
132.9642709856873,467.1293627633062,24.153450400394863,2219.5262258887547
109.53713033145964,167.84247372586123,17.651358419456884,1632.310286651089
122.7916055545891,245.5793748991856,22.766861670338702,2279.910120090929
102.95455428851373,217.7805460491238,21.502394590209093,1997.9414577726163
109.86786312568611,202.90725605896066,32.65356352440499,1905.5142313003578
104.37116436945277,350.4726520968895,17.334721783249122,1678.7191637249057
116.34553887356554,207.71005894690492,21.501507631996418,1926.2964884684598
106.92193682238464,159.85505161263933,28.458366589518185,1525.139477244849
113.43615332822478,232.6065912792165,15.849047942435387,2148.746166999184
93.42500308674933,175.79956629411492,18.577583516416258,1612.0552701006925
79.05933887982522,380.7173914062641,15.992463343227485,1699.5076979194769
122.5954787551408,217.0683569153412,17.276390530066582,2065.2832654969343
89.50465870903905,169.4350126676153,24.72926696515169,1606.2134108010277
108.18744800612619,170.8646285742735,16.81652866519364,1612.6817658421753
113.86049409138224,367.5595390757086,24.175602353775037,1807.04650854516
123.49126883308499,186.5835081180065,22.602897954119513,1805.7052943270796
99.12482729878872,193.33259943913612,22.51725397034977,1806.4047544172643
93.83809068919888,181.34464399716404,16.733095772388538,1738.240198564304
138.2051836084708,182.91498517051247,15.978804391247163,1773.02812985528
108.52790158678899,246.5756155177108,22.495748061628127,2260.934643289722
144.69074089741468,193.61386337736798,17.153262278376882,1881.2133287377912
96.80054296191894,221.1135502857685,23.57129799989923,2050.627138550578
122.65066501699269,210.67664321532965,24.27971022026594,1973.2170881504755
108.44050044831828,164.00635619805496,18.94604247658103,1600.7977621937239
121.99374983288197,132.11324695647232,13.303894545450222,1335.1898994820808
86.31336228703988,180.91538282559333,19.11768071011311,1621.620996388311
115.62921018141631,199.0572650703885,16.852387691676483,1842.0589814981247
76.9840600093726,205.67974228672117,18.799346720518155,1847.222522692959
105.64536662140925,251.31481425841025,9.379362991093663,2232.863810417735
81.41909813661613,266.9912669732543,19.404401973736913,2336.3122490608794
127.77298000813363,176.52424644045445,23.271969212539233,1725.1097301194968
102.37512773072352,421.2663284684961,10.8265691884343,1949.8707431182474
107.0153604102357,179.7696340785262,25.076427204869844,1700.1065524566231
110.52183706177347,232.59834031119965,20.015141499177844,2163.2771534075237
91.9561450719565,184.47770814962632,17.07765585956688,1716.4822288489797
123.70533083834026,206.59658363212574,19.718570822009703,1957.701347261836
114.71217853004049,225.68791461776965,22.296742826527886,2081.5965616693406
77.99964384921965,161.11444725997143,14.730473926837053,1444.960184457624
109.58538549391085,203.46890492983422,10.670853692474756,1844.1246990825775
65.78935770169169,189.24568179405145,22.13114599016056,1699.5638828395017
92.1234388633954,208.44209156605118,19.863274977903526,1908.2015251361663
38.12524425841005,238.07110171869968,21.93835090583941,2043.1142852981202
98.44530714335608,161.49570959886046,22.660656671039714,1503.83473790518
132.65132369969922,190.57758946837848,20.038088333426025,1843.634537127524
109.79175698687064,190.82149389813827,19.327284300964156,1767.066191617083
78.60939961487861,256.7390906466878,12.452582638060028,2271.0193977448466
87.72071067853636,217.29476660861314,19.977873419815964,1982.1186777523449
97.0856011151147,221.87905766404106,22.193146552362528,2022.0409728093252
80.0519615487114,227.14943869691064,13.421501441436154,2031.9015628495981
105.41547390200657,197.13703417399398,15.181634852515511,1837.3311611888955
96.58745759391326,210.32350882691046,12.00216428031954,1920.9605986347212
102.31091236191718,187.74689000156923,17.5576516965257,1776.449307375024
119.77451997992958,324.33918132971905,10.269933444835717,1560.6959530733436
110.80503098894475,179.37850042322512,24.10138171858936,1699.4479754148438
95.71819190919257,214.97644212824653,24.370473919216654,1990.6106683553694
80.66717168515252,226.86576733285335,30.495165984074962,2035.776785772244
119.73840880549858,363.53291748680994,20.90054840126614,1757.7058231637332
99.96263883350181,216.50526412029805,27.184726569218007,2025.399118802567
123.43502517250987,182.42858118673038,19.62469732373352,1785.948903265917
91.80572646171701,169.87659271954078,20.288590873669126,1618.167691308702
104.4029652400953,187.2854157244397,24.37864912597093,1767.6342543701699
123.73220493292087,181.62100238544124,17.31137118847365,1752.918407021025
82.4780247349191,186.4130714970077,11.519160438966622,1659.4026020470544
104.26029539899508,180.426537768672,23.187239675753126,1700.2726336464889
104.18949893246298,212.4740349774893,16.838236132694362,1912.281028563573
136.2691144240705,297.51383193610945,19.761928708708677,1541.629474425346
93.96112200189091,207.22512431694904,17.19953537285781,1922.9457481035877
113.73881130586923,242.3735025515554,15.578893807812621,2170.652987902189
106.54048112284893,230.74648869378052,19.352446251971614,2078.804166941088
81.54810997926283,170.82169528671355,15.189832800761897,1581.1244357595074
136.7908110133868,183.7253867404489,22.037196883778826,1773.6118160900992
86.81223447088207,203.8434576902287,16.18642131538484,1860.9852297308134
116.55692651063178,209.89555606312697,17.719366711796496,1935.1668179146448
94.26231111930933,372.2234862945929,22.39697389051374,1754.6881733777846
98.39154366816281,397.5006267580221,22.546057047260483,1814.7944135575437
117.06302764411284,176.90711349393825,21.431867880017574,1679.403161837524
121.93837342633857,130.02678163829896,13.765948010625973,1346.5011499958455
100.3248947778074,195.90665223575473,22.89385488607755,1804.5248873281857
109.03667610024452,167.00908792380895,18.98076184815243,1569.6024184254652
85.39971477281816,206.76368582658318,35.08043353354543,1861.1477898277783
75.49478933899313,203.7756678586658,15.455269576594038,1824.0152941488018
95.13829568006852,157.32885752401944,28.57831239361221,1520.3555978950849
88.80449012530312,167.05215839003478,17.768466433254023,1539.871766770059
101.38781992435825,199.50263395391082,16.994547498679,1857.12484201454
128.72857828208603,218.69979102151734,20.08703625484381,2072.1441470962855
109.48531494384798,146.25870208173296,8.960697809034325,1392.6821289422937
81.461974559794,196.04862443795489,18.445236152256538,1790.1636261151266
74.60950072144871,188.67997878574678,19.93251788292363,1708.7995449303044
98.69886146436976,221.8763515092957,21.7796618541188,1957.9882078713435
93.3791300057988,183.43455992681464,13.738210935308194,1673.9058332833959
